rank,event,name,dob,country,time,score,date
14,men's 1500m,Abdelaati IGUIDER,1987-03-25,MAR,212.75,1206,2007-07-13
15,men's 1500m,Yassine BENSGHIR,1983-01-03,MAR,213.04001,1202,2007-07-25
16,men's 1500m,Sergio GALLARDO,1979-03-22,ESP,213.43,1196,2007-07-13
17,men's 1500m,Hicham BELLANI,1979-09-15,MAR,213.70999,1192,2007-07-02
18,men's 1500m,Bernard LAGAT,1974-12-12,USA,213.85,1191,2007-06-10
19,men's 1500m,Bernard Kiptanui KIPTUM,1986-10-08,KEN,214.04001,1188,2007-07-02
20,men's 1500m,Arturo CASADO,1983-01-26,ESP,214.09,1187,2007-07-13
21,men's 1500m,Kevin SULLIVAN,1974-03-20,CAN,214.16,1186,2007-07-06
22,men's 1500m,Matt TEGENKAMP,1982-01-19,USA,214.25,1185,2007-07-02
23,men's 1500m,Anter ZERGUELAINE,1985-01-04,ALG,214.32,1184,2007-07-02
24,men's 1500m,Reyes ESTÉVEZ,1976-08-02,ESP,214.33,1184,2007-08-12
25,men's 1500m,Mounir YEMMOUNI,1983-10-12,FRA,214.52,1181,2007-07-25
26,men's 1500m,Yusuf Saad KAMEL,1983-03-29,BRN,214.59,1180,2007-09-28
27,men's 1500m,Kamal BOULAHFANE,1976-07-01,ALG,214.62,1180,2007-07-02
28,men's 1500m,Andrew BADDELEY,1982-06-20,GBR,214.74,1178,2007-07-15
29,men's 1500m,Rashid RAMZI,1980-07-17,BRN,215.0,1175,2007-08-29
30,men's 1500m,Ivan HESHKO,1979-08-19,UKR,215.03,1174,2007-07-13
31,men's 1500m,Yusuf Kibet BIWOTT,1986-11-12,KEN,215.09,1173,2007-08-12
32,men's 1500m,Remmy Limo NDIWA,1988-02-03,KEN,215.1,1173,2007-07-25
33,men's 1500m,Asbel KIPROP,1989-06-30,KEN,215.24,1171,2007-08-29
34,men's 1500m,Leonel MANZANO,1984-09-12,USA,215.29001,1171,2007-06-24
35,men's 1500m,Christian OBRIST,1980-11-20,ITA,215.32,1170,2007-09-09
36,men's 1500m,Jon Byron RANKIN,1982-02-09,USA,215.72,1165,2007-09-09
37,men's 1500m,Geoffrey Kipkoech RONO,1987-04-21,KEN,215.72,1165,2007-09-14
38,men's 1500m,Nick WILLIS,1983-04-25,NZL,215.85,1163,2007-05-20
39,men's 1500m,Rui SILVA,1977-08-03,POR,215.92,1162,2007-07-15
40,men's 1500m,Bader RASSIOUI,1985-06-08,MAR,216.04001,1160,2007-07-28
41,men's 1500m,Mekonnen GEBREMEDHIN,1988-10-11,ETH,216.04001,1160,2007-07-28
42,men's 1500m,Bouabdellah TAHRI,1978-12-20,FRA,216.13,1159,2007-07-10
43,men's 1500m,Nicholas Kiptanui KEMBOI,1989-12-18,KEN,216.13,1159,2007-08-03
44,men's 1500m,Alistair Ian CRAGG,1980-06-13,IRL,216.18,1158,2007-05-20
45,men's 1500m,Diego RUIZ,1982-02-05,ESP,216.22,1158,2007-09-13
46,men's 1500m,Brimin Kiprop KIPRUTO,1985-07-31,KEN,216.27,1157,2007-06-15
47,men's 1500m,Hudson SANTOS DE SOUZA,1977-02-25,BRA,216.32,1156,2007-07-25
48,men's 1500m,Álvaro FERNÁNDEZ CEREZO,1981-04-07,ESP,216.4,1155,2007-06-15
49,men's 1500m,Deresse MEKONNEN,1987-10-20,ETH,216.41,1155,2007-05-19
50,men's 1500m,Rob MYERS,1980-08-05,USA,216.49,1154,2007-05-20
51,men's 1500m,Carsten SCHLANGEN,1980-12-31,GER,216.54001,1153,2007-08-12
52,men's 1500m,William CHIRCHIR,1979-02-06,KEN,216.82,1150,2007-07-02
53,men's 1500m,Samson SURUM,null,KEN,216.86,1149,2007-06-28
54,men's 1500m,Chris LUKEZIC,1984-04-24,USA,216.95,1148,2007-06-24
55,men's 1500m,Álvaro RODRÍGUEZ,1987-05-25,ESP,217.04001,1147,2007-06-15
56,men's 1500m,Paul MELLY,1981-04-01,KEN,217.04001,1147,2007-06-28
57,men's 1500m,Lopez LOMONG,1985-01-01,USA,217.07,1146,2007-06-09
58,men's 1500m,Adam GOUCHER,1975-02-18,USA,217.13,1145,2007-05-20
59,men's 1500m,Elkanah Onkware ANGWENYI,1983-02-05,KEN,217.23,1144,2007-09-14
60,men's 1500m,Samir KHADAR,1986-06-10,ALG,217.25,1144,2007-06-21
61,men's 1500m,Chris SOLINSKY,1984-12-05,USA,217.27,1143,2007-07-07
62,men's 1500m,Paul KORIR,1977-07-15,KEN,217.29001,1143,2007-07-14
63,men's 1500m,Cornelius NDIWA,1988-12-17,KEN,217.41,1141,2007-09-13
64,men's 1500m,Mark FOUNTAIN,1982-03-10,AUS,217.42,1141,2007-08-03
65,men's 1500m,Hassan MOURHIT,1982-01-02,BEL,217.47,1141,2007-07-28
66,men's 1500m,Russell BROWN,1985-03-06,USA,217.56,1139,2007-06-09
67,men's 1500m,Juan VAN DEVENTER,1983-03-26,RSA,217.58,1139,2007-05-28
68,men's 1500m,Abdelghani HAMOUMRAOUI,null,ALG,217.59,1139,2007-06-28
69,men's 1500m,Timothy KIPTANUI,1980-01-05,KEN,217.61,1139,2007-07-28
70,men's 1500m,Johan CRONJE,1982-04-13,RSA,217.67,1138,2007-05-11
71,men's 1500m,Ali MAATAOUI,1980-12-11,MAR,217.70999,1137,2007-05-19
72,men's 1500m,Juan Luis BARRIOS,1983-06-24,MEX,217.70999,1137,2007-07-25
73,men's 1500m,Haron KEITANY,1983-12-17,KEN,217.75,1137,2007-07-28
74,men's 1500m,Daham Najim BASHIR,1979-11-08,QAT,217.79001,1136,2007-07-21
75,men's 1500m,Wolfram MÜLLER,1981-07-08,GER,217.85,1136,2007-08-12
76,men's 1500m,Byron PIEDRA,1982-08-19,ECU,217.88,1135,2007-07-25
77,men's 1500m,Paul Kipsiele KOECH,1981-11-10,KEN,217.92,1135,2007-06-03
78,men's 1500m,Vincent RONO,1986-06-22,KEN,217.95999,1134,2007-06-09
79,men's 1500m,Vickson Naran POLONET,1985-07-02,KEN,218.1,1132,2007-06-14
80,men's 1500m,Abdelslam KENNOUCHE,1980-10-07,ALG,218.11,1132,2007-05-28
81,men's 1500m,Khoudir AGGOUNE,1981-01-05,ALG,218.15,1131,2007-06-28
82,men's 1500m,Guillaume ÉRAUD,1981-07-01,FRA,218.16,1131,2007-06-15
83,men's 1500m,Gustavo PLATAS,1981-02-19,ESP,218.17,1131,2007-09-13
84,men's 1500m,Mohammed SHAWEEN,1986-02-15,KSA,218.18,1131,2007-06-21
85,men's 1500m,Ate VAN DER BURGT,1978-03-17,NED,218.19,1131,2007-07-28
86,men's 1500m,Jeremy ROFF,1983-11-22,AUS,218.2,1131,2007-03-02
87,men's 1500m,Abdelkader BAKHTACHE,1982-01-30,FRA,218.24,1130,2007-06-28
88,men's 1500m,Neil SPEAIGHT,1978-09-09,GBR,218.33,1129,2007-07-15
89,men's 1500m,Philemon KIMUTAI,1983-03-12,KEN,218.4,1128,2007-06-17
90,men's 1500m,Abubaker Ali KAMAL,1983-11-08,QAT,218.42,1128,2007-06-23
91,men's 1500m,Nick MCCORMICK,1981-09-11,GBR,218.45999,1127,2007-06-15
92,men's 1500m,Youcef ABDI,1977-12-07,AUS,218.48,1127,2007-03-02
93,men's 1500m,Manuel DAMIAO,1978-07-19,POR,218.49,1127,2007-07-07
94,men's 1500m,Stephen DAVIES,1984-02-16,GBR,218.5,1127,2007-07-15
95,men's 1500m,Jeffrey RISELEY,1986-11-11,AUS,218.56,1126,2007-07-15
96,men's 1500m,Javier Adolfo CARRIQUEO,1979-05-29,ARG,218.62,1125,2007-07-25
97,men's 1500m,Gareth HYETT,1980-02-13,NZL,218.63,1125,2007-03-02
98,men's 1500m,Adrian BLINCOE,1979-11-04,NZL,218.66,1125,2007-07-15
99,men's 1500m,Ryan MCKENZIE,1978-10-13,CAN,218.68,1124,2007-07-07
100,men's 1500m,Gideon GATHIMBA,1980-03-09,KEN,218.7,1124,2007-09-29
1,men's 1500m,Daniel Kipchirchir KOMEN,1984-11-27,KEN,211.49,1224,2008-07-29
2,men's 1500m,Augustine Kiprono CHOGE,1987-01-21,KEN,211.57,1222,2008-06-01
3,men's 1500m,Asbel KIPROP,1989-06-30,KEN,211.64,1221,2008-07-11
4,men's 1500m,Abdelaati IGUIDER,1987-03-25,MAR,211.88,1218,2008-07-11
5,men's 1500m,Shadrack KORIR,1978-12-14,KEN,211.94,1217,2008-07-29
6,men's 1500m,Tarek BOUKENSA,1981-11-19,ALG,211.98,1217,2008-07-11
7,men's 1500m,Mehdi BAALA,1978-08-17,FRA,212.0,1216,2008-07-11
8,men's 1500m,Mohamed MOUSTAOUI,1985-04-02,MAR,212.06,1216,2008-07-11
9,men's 1500m,Haron KEITANY,1983-12-17,KEN,212.06,1216,2008-08-29
10,men's 1500m,Alex KIPCHIRCHIR,1984-11-26,KEN,212.16,1214,2008-06-01
11,men's 1500m,Geoffrey Kipkoech RONO,1987-04-21,KEN,212.55,1209,2008-06-01
12,men's 1500m,Juan Carlos HIGUERO,1978-08-03,ESP,212.57,1208,2008-07-11
13,men's 1500m,Bernard LAGAT,1974-12-12,USA,212.75,1206,2008-09-07
14,men's 1500m,Yusuf Saad KAMEL,1983-03-29,BRN,212.83,1205,2008-09-02
15,men's 1500m,Belal Mansoor ALI,1988-10-17,BRN,213.06,1202,2008-08-29
16,men's 1500m,Arturo CASADO,1983-01-26,ESP,213.14,1200,2008-07-11
17,men's 1500m,Anter ZERGUELAINE,1985-01-04,ALG,213.32,1198,2008-05-09
18,men's 1500m,Kamal BOULAHFANE,1976-07-01,ALG,213.33,1198,2008-07-11
19,men's 1500m,Nick WILLIS,1983-04-25,NZL,213.51,1195,2008-07-29
20,men's 1500m,Gideon GATHIMBA,1980-03-09,KEN,213.63,1194,2008-06-14
21,men's 1500m,Alfred Kirwa YEGO,1986-11-28,KEN,213.69,1193,2008-08-29
22,men's 1500m,Youssef BABA,1979-08-07,MAR,213.85,1191,2008-06-01
23,men's 1500m,Mohammed SHAWEEN,1986-02-15,KSA,213.9,1190,2008-05-09
24,men's 1500m,Deresse MEKONNEN,1987-10-20,ETH,213.99,1189,2008-07-05
25,men's 1500m,Suleiman Kipses SIMOTWO,1980-04-21,KEN,214.06,1188,2008-05-09
26,men's 1500m,Andrew BADDELEY,1982-06-20,GBR,214.36,1183,2008-06-06
27,men's 1500m,Juan VAN DEVENTER,1983-03-26,RSA,214.45999,1182,2008-05-24
28,men's 1500m,Nabil MADI,1981-06-09,ALG,214.47,1182,2008-07-29
29,men's 1500m,Nathan BRANNEN,1982-09-08,CAN,214.65,1179,2008-07-11
30,men's 1500m,Mulugeta WENDIMU,1985-01-07,ETH,214.67,1179,2008-06-14
31,men's 1500m,Daham Najim BASHIR,1979-11-08,QAT,214.77,1178,2008-07-19
32,men's 1500m,Reyes ESTÉVEZ,1976-08-02,ESP,214.98,1175,2008-07-19
33,men's 1500m,Carsten SCHLANGEN,1980-12-31,GER,214.99,1175,2008-06-01
34,men's 1500m,José Antonio REDOLAT,1976-02-17,ESP,215.04001,1174,2008-06-24
35,men's 1500m,Nicholas Kiptanui KEMBOI,1989-12-18,KEN,215.05,1174,2008-08-29
36,men's 1500m,Bernard Kiptanui KIPTUM,1986-10-08,KEN,215.1,1173,2008-06-01
37,men's 1500m,Demma Daba BIKILA,1989-07-18,ETH,215.27,1171,2008-05-24
38,men's 1500m,Thomas LANCASHIRE,1985-07-02,GBR,215.33,1170,2008-06-06
39,men's 1500m,Diego RUIZ,1982-02-05,ESP,215.4,1169,2008-06-24
40,men's 1500m,Samir KHADAR,1986-06-10,ALG,215.53,1167,2008-06-24
41,men's 1500m,Ali Thamer KAMAL,1988-11-12,QAT,215.56,1167,2008-05-09
42,men's 1500m,Cornelius CHIRCHIR,1983-06-05,KEN,215.57,1167,2008-07-05
43,men's 1500m,Mounir YEMMOUNI,1983-10-12,FRA,215.59,1166,2008-07-18
44,men's 1500m,Mekonnen GEBREMEDHIN,1988-10-11,ETH,215.68,1165,2008-09-07
45,men's 1500m,Mahiedine MEKHISSI,1985-03-15,FRA,215.73,1165,2008-07-20
46,men's 1500m,Kevin SULLIVAN,1974-03-20,CAN,215.78,1164,2008-05-18
47,men's 1500m,Alan WEBB,1983-01-13,USA,215.86,1163,2008-07-20
48,men's 1500m,Christian OBRIST,1980-11-20,ITA,215.91,1162,2008-08-15
49,men's 1500m,Yoann KOWAL,1987-05-28,FRA,215.95,1161,2008-07-18
50,men's 1500m,Taylor MILNE,1981-09-14,CAN,216.0,1161,2008-06-21
51,men's 1500m,Jeffrey RISELEY,1986-11-11,AUS,216.03,1160,2008-07-11
52,men's 1500m,Guillaume ÉRAUD,1981-07-01,FRA,216.14,1159,2008-07-29
53,men's 1500m,Mitchell KEALEY,1984-01-28,AUS,216.20999,1158,2008-06-06
54,men's 1500m,Yassine BENSGHIR,1983-01-03,MAR,216.20999,1158,2008-06-24
55,men's 1500m,Rob MYERS,1980-08-05,USA,216.23,1158,2008-07-20
56,men's 1500m,Lopez LOMONG,1985-01-01,USA,216.36,1156,2008-05-18
57,men's 1500m,Vickson Naran POLONET,1985-07-02,KEN,216.45,1155,2008-07-02
58,men's 1500m,Bouabdellah TAHRI,1978-12-20,FRA,216.45999,1154,2008-07-04
59,men's 1500m,Michael EAST,1978-01-20,GBR,216.48,1154,2008-06-01
60,men's 1500m,Jon Byron RANKIN,1982-02-09,USA,216.61,1152,2008-05-18
61,men's 1500m,Abubaker Ali KAMAL,1983-11-08,QAT,216.63,1152,2008-06-24
62,men's 1500m,Craig MOTTRAM,1980-06-18,AUS,216.66,1152,2008-06-24
63,men's 1500m,Leonel MANZANO,1984-09-12,USA,216.67,1152,2008-08-15
64,men's 1500m,Vincent RONO,1986-06-22,KEN,216.69,1151,2008-06-08
65,men's 1500m,Jonathan Kipkoech KOMEN,1982-02-04,KEN,216.8,1150,2008-06-24
66,men's 1500m,Steve SHERER,1981-05-05,USA,216.81,1150,2008-06-14
67,men's 1500m,Hudson SANTOS DE SOUZA,1977-02-25,BRA,216.89,1149,2008-06-13
68,men's 1500m,Andrew MCCLARY,1985-10-31,USA,216.91,1148,2008-06-14
69,men's 1500m,Moses Ndiema MASAI,1986-06-01,KEN,217.0,1147,2008-06-07
70,men's 1500m,Timothy KIPTANUI,1980-01-05,KEN,217.15,1145,2008-06-06
71,men's 1500m,Grant ROBISON,1978-09-27,USA,217.22,1144,2008-06-21
72,men's 1500m,Hais WELDAY,1989-10-24,ERI,217.25,1144,2008-06-24
73,men's 1500m,Tariku BEKELE,1987-02-28,ETH,217.26,1144,2008-06-24
74,men's 1500m,Cornelius NDIWA,1988-12-17,KEN,217.35,1142,2008-05-30
75,men's 1500m,Chris LUKEZIC,1984-04-24,USA,217.51,1140,2008-06-14
76,men's 1500m,Stefan EBERHARDT,1985-01-12,GER,217.51,1140,2008-08-01
77,men's 1500m,Moses Ndiema KIPSIRO,1986-09-02,UGA,217.6,1139,2008-06-14
78,men's 1500m,Boaz Kiplagat LALANG,1989-02-08,KEN,217.62,1139,2008-04-26
79,men's 1500m,Moses BARMASAI,1986-06-01,KEN,217.62,1139,2008-07-02
80,men's 1500m,Brad WOODS,1986-04-25,AUS,217.63,1138,2008-02-16
81,men's 1500m,Will LEER,1985-04-15,USA,217.63,1138,2008-07-20
82,men's 1500m,Nick MCCORMICK,1981-09-11,GBR,217.75,1137,2008-06-13
83,men's 1500m,Said AHMED,1982-12-10,USA,217.84,1136,2008-06-06
84,men's 1500m,Juan Luis BARRIOS,1983-06-24,MEX,217.87,1135,2008-06-21
85,men's 1500m,Collis BIRMINGHAM,1984-12-27,AUS,217.88,1135,2008-02-16
86,men's 1500m,Bartosz NOWICKI,1984-02-26,POL,217.9,1135,2008-08-01
87,men's 1500m,Matt TEGENKAMP,1982-01-19,USA,217.94,1134,2008-07-14
88,men's 1500m,Boaz CHEBOIYWO,1978-08-02,KEN,217.98,1134,2008-05-18
89,men's 1500m,Vyacheslav SHABUNIN,1969-09-27,RUS,217.99,1134,2008-07-10
90,men's 1500m,Kurt BENNINGER,1985-01-01,CAN,218.03,1133,2008-07-20
91,men's 1500m,Bader RASSIOUI,1985-06-08,MAR,218.04001,1133,2008-07-13
92,men's 1500m,Kazuya WATANABE,1987-07-07,JPN,218.11,1132,2008-05-31
93,men's 1500m,Dumisane HLASELO,1989-06-08,RSA,218.15,1131,2008-03-14
94,men's 1500m,Álvaro FERNÁNDEZ CEREZO,1981-04-07,ESP,218.2,1131,2008-06-13
95,men's 1500m,Remmy Limo NDIWA,1988-02-03,KEN,218.20999,1131,2008-09-09
96,men's 1500m,Goran NAVA,1981-04-15,ITA,218.35,1129,2008-07-02
97,men's 1500m,Johan CRONJE,1982-04-13,RSA,218.37,1128,2008-02-08
98,men's 1500m,Fumikazu KOBAYASHI,1978-03-21,JPN,218.53,1126,2008-05-31
99,men's 1500m,Wolfram MÜLLER,1981-07-08,GER,218.57,1126,2008-06-01
100,men's 1500m,Tiidrek NURME,1985-11-18,EST,218.59,1125,2008-08-15
1,men's 1500m,Augustine Kiprono CHOGE,1987-01-21,KEN,209.47,1252,2009-06-14
2,men's 1500m,Haron KEITANY,1983-12-17,KEN,210.2,1242,2009-06-14
3,men's 1500m,Mehdi BAALA,1978-08-17,FRA,210.95999,1231,2009-07-28
4,men's 1500m,Asbel KIPROP,1989-06-30,KEN,211.2,1228,2009-07-10
5,men's 1500m,Anter ZERGUELAINE,1985-01-04,ALG,211.20999,1228,2009-07-28
6,men's 1500m,Abdelaati IGUIDER,1987-03-25,MAR,211.47,1224,2009-07-28
7,men's 1500m,Amine LAALOU,1982-05-13,MAR,211.56,1223,2009-07-10
8,men's 1500m,Yusuf Saad KAMEL,1983-03-29,BRN,211.56,1223,2009-07-28
9,men's 1500m,Ilham Tanui ÖZBILEN,1990-03-05,KEN,211.7,1221,2009-07-10
10,men's 1500m,Tarek BOUKENSA,1981-11-19,ALG,211.9,1218,2009-07-28
11,men's 1500m,Belal Mansoor ALI,1988-10-17,BRN,212.1,1215,2009-07-10
12,men's 1500m,Deresse MEKONNEN,1987-10-20,ETH,212.18,1214,2009-07-28
13,men's 1500m,Bernard LAGAT,1974-12-12,USA,212.56,1209,2009-07-12
14,men's 1500m,Juan Carlos HIGUERO,1978-08-03,ESP,212.59,1208,2009-07-10
15,men's 1500m,Mohamed MOUSTAOUI,1985-04-02,MAR,212.6,1208,2009-07-10
16,men's 1500m,Jeffrey RISELEY,1986-11-11,AUS,212.93,1203,2009-07-10
17,men's 1500m,Lopez LOMONG,1985-01-01,USA,212.94,1203,2009-07-28
18,men's 1500m,Leonel MANZANO,1984-09-12,USA,213.33,1198,2009-09-06
19,men's 1500m,Geoffrey Kipkoech RONO,1987-04-21,KEN,213.59,1194,2009-09-06
20,men's 1500m,Johan CRONJE,1982-04-13,RSA,213.63,1194,2009-07-28
21,men's 1500m,Alfred Kirwa YEGO,1986-11-28,KEN,213.68,1193,2009-05-08
22,men's 1500m,Yassine BENSGHIR,1983-01-03,MAR,213.69,1193,2009-07-12
23,men's 1500m,Stefan EBERHARDT,1985-01-12,GER,213.92,1190,2009-06-14
24,men's 1500m,Gideon GATHIMBA,1980-03-09,KEN,213.97,1189,2009-05-08
25,men's 1500m,Mo FARAH,1983-03-23,GBR,213.98,1189,2009-07-28
26,men's 1500m,Arturo CASADO,1983-01-26,ESP,214.05,1188,2009-07-10
27,men's 1500m,Rui SILVA,1977-08-03,POR,214.18,1186,2009-06-10
28,men's 1500m,Thomas LANCASHIRE,1985-07-02,GBR,214.29001,1184,2009-06-14
29,men's 1500m,Juan VAN DEVENTER,1983-03-26,RSA,214.3,1184,2009-05-30
30,men's 1500m,Taoufik MAKHLOUFI,1988-04-29,ALG,214.34,1184,2009-07-10
31,men's 1500m,Jeremy ROFF,1983-11-22,AUS,214.39,1183,2009-06-14
32,men's 1500m,Henok LEGESSE,1988-09-19,ETH,214.42,1183,2009-05-30
33,men's 1500m,Mekonnen GEBREMEDHIN,1988-10-11,ETH,214.49,1182,2009-07-03
34,men's 1500m,Suleiman Kipses SIMOTWO,1980-04-21,KEN,214.56,1181,2009-06-14
35,men's 1500m,Carsten SCHLANGEN,1980-12-31,GER,214.6,1180,2009-06-14
36,men's 1500m,Bouabdellah TAHRI,1978-12-20,FRA,214.65,1179,2009-09-06
37,men's 1500m,Mounir YEMMOUNI,1983-10-12,FRA,214.9,1176,2009-07-28
38,men's 1500m,Mahiedine MEKHISSI,1985-03-15,FRA,215.06,1174,2009-05-23
39,men's 1500m,Youssef BABA,1979-08-07,MAR,215.07,1174,2009-05-23
40,men's 1500m,Andrew BADDELEY,1982-06-20,GBR,215.07,1174,2009-09-06
41,men's 1500m,Dorian ULREY,1987-07-11,USA,215.23,1171,2009-07-10
42,men's 1500m,Diego RUIZ,1982-02-05,ESP,215.25,1171,2009-06-10
43,men's 1500m,Peter VAN DER WESTHUIZEN,1984-12-21,RSA,215.33,1170,2009-05-30
44,men's 1500m,Yoann KOWAL,1987-05-28,FRA,215.39,1169,2009-07-28
45,men's 1500m,Nicholas Kiptanui KEMBOI,1989-12-18,KEN,215.47,1168,2009-06-27
46,men's 1500m,Álvaro RODRÍGUEZ,1987-05-25,ESP,215.76,1164,2009-06-10
47,men's 1500m,Collis BIRMINGHAM,1984-12-27,AUS,215.76,1164,2009-09-06
48,men's 1500m,Fouad EL KAAM,1988-05-27,MAR,215.84,1163,2009-05-23
49,men's 1500m,Bethwell BIRGEN,1988-08-06,KEN,215.88,1162,2009-08-02
50,men's 1500m,Hais WELDAY,1989-10-24,ERI,215.95999,1161,2009-06-10
51,men's 1500m,Álvaro FERNÁNDEZ CEREZO,1981-04-07,ESP,216.15,1159,2009-07-12
52,men's 1500m,Collins CHEBOI,1987-09-25,KEN,216.24,1157,2009-07-03
53,men's 1500m,Isaac Kiprono SONGOK,1984-04-25,KEN,216.41,1155,2009-09-20
54,men's 1500m,Ismael Kipngetich KOMBICH,1985-01-16,KEN,216.45,1155,2009-09-20
55,men's 1500m,Bader RASSIOUI,1985-06-08,MAR,216.53,1154,2009-05-23
56,men's 1500m,Nathan BRANNEN,1982-09-08,CAN,216.53,1154,2009-07-18
57,men's 1500m,Rob MYERS,1980-08-05,USA,216.66,1152,2009-05-30
58,men's 1500m,Pablo SOLARES,1984-12-22,MEX,216.67,1152,2009-05-30
59,men's 1500m,Vickson Naran POLONET,1985-07-02,KEN,216.70999,1151,2009-06-27
60,men's 1500m,Dawit WOLDE,1991-05-19,ETH,216.74,1151,2009-09-20
61,men's 1500m,Churchill KIPSANG,1985-01-14,KEN,216.77,1150,2009-07-18
62,men's 1500m,James Kiplagat MAGUT,1990-07-20,KEN,216.8,1150,2009-06-16
63,men's 1500m,Matthew CENTROWITZ,1989-10-18,USA,216.92,1148,2009-05-02
64,men's 1500m,Mohammed SHAWEEN,1986-02-15,KSA,216.95999,1148,2009-05-23
65,men's 1500m,Samir KHADAR,1986-06-10,ALG,217.0,1147,2009-06-30
66,men's 1500m,James BREWER,1988-06-18,GBR,217.17,1145,2009-08-15
67,men's 1500m,Nixon Kiplimo CHEPSEBA,1990-12-12,KEN,217.2,1144,2009-06-16
68,men's 1500m,Ryan GREGSON,1990-04-26,AUS,217.24,1144,2009-02-28
69,men's 1500m,Lee EMANUEL,1985-01-24,GBR,217.25,1144,2009-05-02
70,men's 1500m,Taylor MILNE,1981-09-14,CAN,217.26,1144,2009-05-30
71,men's 1500m,Chris LUKEZIC,1984-04-24,USA,217.32,1143,2009-05-02
72,men's 1500m,Russell BROWN,1985-03-06,USA,217.32,1143,2009-07-21
73,men's 1500m,Gideon Kiage MAGEKA,1993-12-31,KEN,217.36,1142,2009-07-12
74,men's 1500m,Abdelslam KENNOUCHE,1980-10-07,FRA,217.37,1142,2009-06-24
75,men's 1500m,Will LEER,1985-04-15,USA,217.37,1142,2009-07-21
76,men's 1500m,Imad TOUIL,1989-02-11,ALG,217.5,1140,2009-07-18
77,men's 1500m,Colin MCCOURT,1984-12-11,GBR,217.55,1140,2009-07-03
78,men's 1500m,Reyes ESTÉVEZ,1976-08-02,ESP,217.55,1140,2009-08-17
79,men's 1500m,Garrett HEATH,1985-11-03,USA,217.57,1139,2009-05-02
80,men's 1500m,Jack BOLAS,1987-11-01,USA,217.64,1138,2009-05-02
81,men's 1500m,Thomas CHAMNEY,1984-04-16,IRL,217.67,1138,2009-07-18
82,men's 1500m,Pharson MAGAGANE,1986-06-04,RSA,217.79001,1136,2009-03-14
83,men's 1500m,Craig MILLER,1987-08-03,USA,217.81,1136,2009-05-02
84,men's 1500m,Daniel GITAU,1987-10-01,KEN,217.95999,1134,2009-05-30
85,men's 1500m,Christian OBRIST,1980-11-20,ITA,217.97,1134,2009-07-25
86,men's 1500m,Stephen PIFER,1984-12-07,USA,218.06,1133,2009-07-09
87,men's 1500m,Jesús ESPAÑA,1978-08-21,ESP,218.09,1132,2009-07-25
88,men's 1500m,Caleb Mwangangi NDIKU,1992-10-09,KEN,218.2,1131,2009-06-16
89,men's 1500m,Andrew BUMBALOUGH,1987-03-14,USA,218.23,1130,2009-05-30
90,men's 1500m,Tshamano SETONE,1987-05-07,RSA,218.3,1129,2009-02-06
91,men's 1500m,Evan JAGER,1989-03-08,USA,218.33,1129,2009-07-18
92,men's 1500m,Demma Daba BIKILA,1989-07-18,ETH,218.38,1128,2009-06-01
93,men's 1500m,David TORRENCE,1985-11-26,USA,218.39,1128,2009-07-18
94,men's 1500m,Matt LINCOLN,1982-07-30,CAN,218.44,1127,2009-05-02
95,men's 1500m,Alistair Ian CRAGG,1980-06-13,IRL,218.44,1127,2009-07-03
96,men's 1500m,Mbulaeni MULAUDZI,1980-09-08,RSA,218.5,1127,2009-02-06
97,men's 1500m,Yacob JARSO,1988-02-05,ETH,218.54001,1126,2009-05-09
98,men's 1500m,Elroy GELANT,1986-08-25,RSA,218.59,1125,2009-06-27
99,men's 1500m,Jamale AARRASS,1981-11-15,FRA,218.6,1125,2009-06-14
100,men's 1500m,Víctor RIOBO,1980-04-06,ESP,218.75,1123,2009-06-10
1,men's 1500m,Silas KIPLAGAT,1989-08-20,KEN,209.27,1255,2010-07-22
2,men's 1500m,Amine LAALOU,1982-05-13,MAR,209.53,1251,2010-07-22
3,men's 1500m,Augustine Kiprono CHOGE,1987-01-21,KEN,210.22,1242,2010-07-22
4,men's 1500m,Andrew WHEATING,1987-11-21,USA,210.9,1232,2010-07-22
5,men's 1500m,Ryan GREGSON,1990-04-26,AUS,211.06,1230,2010-07-22
6,men's 1500m,Nicholas Kiptanui KEMBOI,1989-12-18,KEN,211.52,1223,2010-07-08
7,men's 1500m,Mekonnen GEBREMEDHIN,1988-10-11,ETH,211.57,1222,2010-08-22
8,men's 1500m,Asbel KIPROP,1989-06-30,KEN,211.78,1220,2010-08-29
9,men's 1500m,Daniel Kipchirchir KOMEN,1984-11-27,KEN,212.16,1214,2010-07-10
10,men's 1500m,Lopez LOMONG,1985-01-01,USA,212.2,1214,2010-07-22
11,men's 1500m,Leonel MANZANO,1984-09-12,USA,212.37,1211,2010-08-27
12,men's 1500m,Nixon Kiplimo CHEPSEBA,1990-12-12,KEN,212.42,1211,2010-08-29
13,men's 1500m,Bernard LAGAT,1974-12-12,USA,212.51,1209,2010-07-22
14,men's 1500m,Arturo CASADO,1983-01-26,ESP,212.7,1207,2010-08-22
15,men's 1500m,Geoffrey Kipkoech RONO,1987-04-21,KEN,212.82,1205,2010-08-22
16,men's 1500m,Remmy Limo NDIWA,1988-02-03,KEN,212.83,1205,2010-07-08
17,men's 1500m,Taoufik MAKHLOUFI,1988-04-29,ALG,212.94,1203,2010-07-22
18,men's 1500m,Yusuf Saad KAMEL,1983-03-29,BRN,213.06,1202,2010-08-29
